OBJECTID_1,OBJECTID,PARKID,PARKNAME,OWNERNAME,OWNCODE,OWNERTYPE,SHAPE_AREA,SHAPE_LEN
0,494,494,4-S RANCH,COUNTY OF SAN DIEGO,20,County,1508300.17027999996,11670.86346820000
0,495,495,RAMONA WELLFIELD PARK,COUNTY OF SAN DIEGO,20,County,51283.43374060000,929.95762729700
0,496,496,JULIAN PIONEER MEMORIAL PARK,COUNTY OF SAN DIEGO,20,County,46729.35059660000,866.31214226600
0,498,498,BANCROFT COUNTY PARK,COUNTY OF SAN DIEGO,20,County,191130.05904600001,2345.38753604000
0,500,500,COLLIER COUNTY PARK,COUNTY OF SAN DIEGO,20,County,354976.46908000001,2434.57800029000
0,501,501,DAN DUSSAULT PARK,COUNTY OF SAN DIEGO,20,County,32095.48618000000,833.33737370200
0,503,503,ESTRELLA DRIVE PARK,COUNTY OF SAN DIEGO,20,County,300192.45012599998,2464.42938581000
0,507,507,GOODLAND ACRES COUNTY PARK,COUNTY OF SAN DIEGO,20,County,58593.65096000000,1082.58973095000
0,509,509,HERITAGE PARK,COUNTY OF SAN DIEGO,20,County,231311.23051299999,2032.87050875000
0,510,510,NANCY JANE PARK,COUNTY OF SAN DIEGO,20,County,82004.81683480000,1248.60973663000
0,512,512,LINDO LAKE PARK AND COMMUNITY CENTER,COUNTY OF SAN DIEGO,20,County,1506186.48005999997,15974.62667020000
0,514,514,OLD IRONSIDES COUNTY PARK,COUNTY OF SAN DIEGO,20,County,146646.10478699999,1663.85598429000
0,515,515,RAINBOW PARK,COUNTY OF SAN DIEGO,20,County,189080.14739900001,1869.16991735000
0,516,516,STEELE CANYON COUNTY PARK,COUNTY OF SAN DIEGO,20,County,362032.69343500002,2638.62961013000
0,517,517,,NORTH COUNTY FIRE PROTECTION DISTRICT,24,Fire Districts,159101.35888700001,1615.60952641000
0,518,518,,SOUTH BAY UNION SCHOOL DISTRICT,25,School Districts,279309.27962699998,2241.36096087000
0,519,519,,WEST VIEW SCHOOL,25,School Districts,131298.32196800000,1597.88446253000
0,520,520,,BAYSIDE SCHOOL,25,School Districts,157637.64036799999,1869.76681601000
0,522,522,"GRIFFEN, HARRY PARK",GROSSMONT HIGH SCHOOL,25,School Districts,243725.88899800001,2099.19695377000
0,523,523,,SHADOW MOUNTAIN COMMUNITY CHURCH,500,Private,399765.10864799999,2668.32361001000
0,524,524,,SANTEE SCHOOL DISTRICT,25,School Districts,504198.89669400000,3047.54799700000
0,0,0,DEL PARQUE PARK,COUNTY OF SAN DIEGO,20,County,380633.75975899998,2722.99056730000
0,0,0,DOS PICOS REGIONAL PARK,COUNTY OF SAN DIEGO,20,County,1889788.64168999996,6870.52262365000
0,0,0,FALLBROOK PARK AND COMMUNITY CENTER,COUNTY OF SAN DIEGO,20,County,372325.10404200002,4171.38621310000
0,0,0,ILDICA STREET PARK,COUNTY OF SAN DIEGO,20,County,22238.52998660000,677.62522705100
0,526,526,RIOS CANYON PARK,COUNTY OF SAN DIEGO,20,County,438481.90005000000,2682.45958204000
0,527,527,,RANCHO BERNARDO HIGH SCHOOL,25,School Districts,411083.69119200000,3124.54222077000
0,528,528,,MONTECITO HIGH SCHOOL,25,School Districts,161864.99165499999,1661.73930278000
0,535,535,HIGHWOOD PARK,LA MESA SCHOOL DISTRICT,25,School Districts,397828.74321699998,3255.92833919000
0,536,536,HOURGLASS FIELD COMMUNITY PARK,SAN DIEGO MIRAMAR COLLEGE,25,School Districts,1347862.26472000009,4959.05186519000
0,537,537,JACKSON PARK,MURRAY MANOR SCHOOL,25,School Districts,113266.07345500001,1624.55809723000
0,539,539,SUNSHINE PARK,ROLANDO SCHOOL,25,School Districts,104842.82489000000,1445.74151362000
0,540,540,SWEETWATER REGIONAL PARK,SWEETWATER UNION HIGH DISTRICT,25,School Districts,1293573.35672000004,4569.64978788000
0,541,541,TUTTLE PARK,EMERALD MIDDLE SCHOOL,25,School Districts,528920.14390400006,3313.06768209000
0,542,542,VAN ZANTEN PARK,GREENFIELD MIDDLE SCHOOL,25,School Districts,331802.54672799999,2830.08633762000
0,545,545,"GRIFFEN, HARRY PARK",HELIX WATER DISTRICT,26,Water Districts,2233492.22560000001,9375.62716886000
0,546,546,LAKE JENNINGS,HELIX WATER DISTRICT,26,Water Districts,2499914.48493999988,8633.72451286000
0,547,547,RAMONA COMMUNITY PARK,RAMONA MUNICIPAL WATER DISTRICT,26,Water Districts,3647925.44188999990,12961.13359040000
0,548,548,SANTEE LAKES REGIONAL PARK,PADRE DAM MUNICIPAL WATER DISTRICT,26,Water Districts,14036.77832670000,525.94988562200
0,549,549,SANTEE LAKES REGIONAL PARK,PADRE DAM MUNICIPAL WATER DISTRICT,26,Water Districts,1747396.92127999989,27157.70181500000
0,550,550,SANTEE LAKES REGIONAL PARK,PADRE DAM MUNICIPAL WATER DISTRICT,26,Water Districts,359272.11476299999,6833.27602842000
0,0,0,TUNA HARBOR PARK,PORT OF SAN DIEGO,28,PORT OF SAN DIEGO,141507.69114099999,3253.96777503000
0,59,59,,CITY OF ESCONDIDO,10,City,432718.41498300002,3087.87337312000
0,0,0,PORTWOOD PIER PLAZA,PORT OF SAN DIEGO,28,PORT OF SAN DIEGO,55438.58344530000,1410.21457354000
0,0,0,YACHT CLUB PROMENADE POCKET PARK,PORT OF SAN DIEGO,28,PORT OF SAN DIEGO,21672.58273880000,703.80209856900
0,0,0,STAR PARK,CITY OF CORONADO,10,City,20310.74784410000,505.33459746400
0,0,0,TRIANGLE PARK,CITY OF CORONADO,10,City,14196.02464810000,535.92873237800
0,0,0,VETTER PARK,CITY OF CORONADO,10,City,14314.83764510000,592.69666193100
0,0,0,MINI PARK,CITY OF CHULA VISTA,10,City,21004.83325500000,673.07703172800
0,0,0,ALL SEASONS PARK,CITY OF CHULA VISTA,10,City,198113.76831300001,2676.00232072000
0,0,0,PEDESTRIAN PARK,CITY OF CHULA VISTA,10,City,106322.58205800000,1791.47583462000
0,0,0,RONALD REAGAN COMMUNITY CENTER,CITY OF EL CAJON,10,City,34864.88248310000,773.09607496000
0,0,0,FIRE STATION PARK,CITY OF EL CAJON,10,City,16452.63447560000,982.16355879400
0,0,388,RENETTE PARK,CITY OF EL CAJON,10,CITY,170843.72140400001,2242.58031592000
0,0,359,PRESCOTT PROMENADE PARK,CITY OF EL CAJON,10,CITY,59925.57662610000,1255.84956642000
0,0,220,"KENNEDY, JOHN F PARK",CITY OF EL CAJON,10,CITY,419464.22531200002,3318.01093518000
0,0,114,BOSTONIA PARK,CITY OF EL CAJON,10,CITY,124082.37448600000,2274.98959067000
0,0,0,REINSTRA BALLFIELDS,CITY OF CHULA VISTA,10,City,577733.86600399995,3885.62305811000
0,0,0,SHERWOOD PARK,CITY OF CHULA VISTA,10,City,13222.36783360000,567.21278477400
0,0,0,NORMAN PARK,CITY OF CHULA VISTA,10,City,61570.27304140000,1004.24832183000
0,0,0,HERITAGE PARK,CITY OF CHULA VISTA,10,City,440941.79136199999,4162.30845556000
0,0,0,JACARANDA PARK,PRIVATE,500,Private,52228.55563590000,955.60982553500
0,0,0,DISCOVERY PARK,CITY OF CHULA VISTA,10,City,887746.00125299999,5694.09493639000
0,0,0,TERRA NOVA PARK,CITY OF CHULA VISTA,10,City,358255.47867500002,2445.89395924000
0,0,0,MEMORIAL PARK,CITY OF CHULA VISTA,10,City,349293.41021700000,3067.65870855000
0,0,0,BAY BOULEVARD PARK,CITY OF CHULA VISTA,10,City,62864.01058830000,1129.23045778000
0,0,0,HARBORSIDE PARK,CITY OF CHULA VISTA,10,City,230844.29207900001,1986.13500747000
0,0,0,CONNOLEY PARK,CITY OF CHULA VISTA,10,City,29081.53120510000,904.67295411800
0,0,0,HERITAGE PARK SWIM CLUB,PRIVATE,500,Private,34281.60137030000,775.13040992600
0,0,0,VALLE LINDO PARK,CITY OF CHULA VISTA,10,City,189580.16437300001,2196.98094266000
0,0,0,BONITA LONG CANYON PARK,CITY OF CHULA VISTA,10,City,520683.57235400000,3330.03147497000
0,0,0,CHULA VISTA COMMUNITY PARK,CITY OF CHULA VISTA,10,City,610145.29399399995,3461.41944011000
0,0,0,RANCHO DEL REY SOUTH,CITY OF CHULA VISTA,10,City,243522.97339299999,3593.39479091000
0,0,0,MADISON LANE PARK,PRIVATE,500,Private,65504.84144700000,1074.18073532000
0,0,0,LOS NINOS PARK,CITY OF CHULA VISTA,10,City,218222.98532400001,2385.17126984000
0,0,0,SUNBOW PARK,CITY OF CHULA VISTA,10,City,161799.69160600001,1723.92871170000
0,0,0,RANCHO DEL REY FINGER,CITY OF CHULA VISTA,10,City,30426.86571460000,1122.76517725000
0,0,0,PASEO DEL REY PARK,CITY OF CHULA VISTA,10,City,358862.75762900000,2958.89581557000
0,0,0,INDEPENDENCE PARK,CITY OF CHULA VISTA,10,City,208080.78388999999,3260.78684795000
0,0,0,MARISOL PARK,CITY OF CHULA VISTA,10,City,218337.76817299999,2129.47399125000
0,0,0,MOUNT SAN MIGUEL PARK,CITY OF CHULA VISTA,10,City,857489.59857699997,3708.97061441000
0,0,0,SDG&E EAST,CITY OF CHULA VISTA,10,City,458807.94874700002,4041.59438221000
0,0,0,HOLIDAY ESTATES II PARK,CITY OF CHULA VISTA,10,City,9346.09165487000,387.27245082900
0,0,0,TIFFANY PARK,CITY OF CHULA VISTA,10,City,230011.77756500000,2246.52812789000
0,0,0,PALOMAR PARK,CITY OF CHULA VISTA,10,City,122445.53967400000,1696.62847751000
0,0,0,SANTA VENETIA PARK,CITY OF CHULA VISTA,10,City,334063.31759900000,2326.40524131000
0,603,603,,U.S. MILITARY,41,Military Reservations,90173.88339810001,1205.51098145000
0,604,604,,U.S. MILITARY,41,Military Reservations,329653.95285599999,2727.39290654000
0,605,605,,U.S. MILITARY,41,Military Reservations,224479.20071500001,2226.26098327000
0,606,606,,U.S. MARINE CORPS,41,Military Reservations,59926.46708870000,1158.24026002000
0,607,607,,U.S. MARINE CORPS,41,Military Reservations,570709.80316200003,3295.56190259000
0,608,608,,U.S. MARINE CORPS,41,Military Reservations,652707.82751800003,3575.48708862000
0,609,609,,U.S. MARINE CORPS,41,Military Reservations,570881.11060599994,3070.60348732000
0,610,610,,U.S. MARINE CORPS,41,Military Reservations,76259.13493689999,1224.54994021000
0,611,611,,U.S. MARINE CORPS,41,Military Reservations,313318.93093199999,2650.42054574000
0,612,612,,U.S. MARINE CORPS,41,Military Reservations,61864.13114240000,996.70839051700
0,613,613,,U.S. MARINE CORPS,41,Military Reservations,1428588.31798999989,4797.58010787000
0,614,614,,U.S. MARINE CORPS,41,Military Reservations,386269.34377300000,2563.13210520000
0,615,615,SAN ONOFRE STATE BEACH,U.S. MARINE CORPS,41,Military Reservations,15792423.07410000078,38204.46128890000
0,616,616,SAN ONOFRE STATE BEACH,U.S. MARINE CORPS,41,Military Reservations,512455.74047800002,36240.70664750000
0,617,617,SAN ONOFRE STATE BEACH,U.S. MARINE CORPS,41,Military Reservations,5241621.68370999955,15607.99192730000
0,618,618,SAN ONOFRE STATE BEACH,U.S. MARINE CORPS,41,Military Reservations,1253840.79101999989,12246.17034140000
0,619,619,SAN ONOFRE STATE BEACH,U.S. MARINE CORPS,41,Military Reservations,919868.72049300000,5848.87803261000
0,620,620,SAN ONOFRE STATE BEACH,U.S. MARINE CORPS,41,Military Reservations,2171511.78775000013,7094.42966488000
0,621,621,,BARONA RESERVATION,42,Indian Reservations,915368.06241100002,4925.38485090000
0,622,622,SWEETWATER MARSH NATIONAL WILDLIFE REFUGE,U.S. FISH & WILDLIFE SERVICE,46,US Fish & Wildlife Service,627739.62097699998,3973.89278394000
0,623,623,,PRIVATE,500,Private,140893.96706500000,1820.17762447000
0,624,624,,PRIVATE,500,Private,47193.21235020000,964.79579082800
0,625,625,,PRIVATE,500,Private,106110.74855500000,1257.92592756000
0,626,626,,PRIVATE,500,Private,540123.36617599998,3753.58610878000
0,627,627,,PRIVATE,500,Private,45778.01768220000,886.85621912600
0,628,628,,PRIVATE,500,Private,80288.51664240001,1567.99574840000
0,629,629,TERRACE DRIVE MINI-PARK,CITY OF SAN DIEGO,10,City,51695.14061270000,1070.26112802000
0,630,630,,PRIVATE,500,Private,207186.47354400001,1991.12053584000
0,631,631,,SAN DIEGO REDEVELOPMENT AGENCY,500,Private,50759.49166510000,2147.68978731000
0,632,632,,PRIVATE,500,Private,106592.42135100000,1497.07112910000
0,633,633,,PRIVATE,500,Private,203707.65747400001,2053.65817535000
0,634,634,,PRIVATE,500,Private,209992.35883400001,2025.66889316000
0,635,635,,PRIVATE,500,Private,287633.38171300001,2216.35462344000
0,636,636,,CITY OF SAN DIEGO,10,City,71705.25512560000,2160.37043283000
0,638,638,,PRIVATE,500,Private,62143.31762990000,1084.80049857000
0,639,639,,PRIVATE,500,Private,107408.73020200001,1256.77994465000
0,640,640,,PRIVATE,500,Private,2864.89899724000,270.19214628400
0,643,643,,PRIVATE,500,Private,33132.56364590000,967.11189060200
0,644,644,,PRIVATE,500,Private,46283.87763950000,1655.37080798000
0,645,645,,PRIVATE,500,Private,97624.47664600000,1107.90262070000
0,646,646,,PRIVATE,500,Private,923320.35333800002,3733.76902790000
0,647,647,AUGUSTA PARK,PRIVATE,500,Private,139003.91568500001,1508.45829966000
0,649,649,CEDAR LANE PARK,SDG&E,500,Private,80109.61279299999,1206.98112337000
0,650,650,CHICANO PARK,CALTRANS,31,State (Caltrans),121300.52449800000,1348.12229253000
0,651,651,CHILDRENS POOL BEACH,PRIVATE,500,Private,2.59017061723,10.65468503390
0,653,653,COUNTRYSIDE PARK,PRIVATE,500,Private,56731.81714190000,939.75035199200
0,0,0,ROHR PARK,CITY OF CHULA VISTA,10,City,2609125.82610999979,10149.37116730000
0,0,0,KENSINGTON ROAD PARK,PRIVATE,500,Private,12526.20891190000,441.10698904200
0,0,0,PALM PARK,CITY OF CORONADO,10,City,8782.51326099000,450.15313165600
0,0,0,ROTARY PARK,CITY OF CORONADO,10,City,3692.26379341000,269.84365285300
0,16,0,SANTEE MINI PARK,SANTEE SCHOOL DISTRICT,25,School Districts,243645.29016999999,1991.38431716000
0,0,0,SDG,CITY OF CORONADO,10,City,23370.06224450000,853.00827500800
0,0,23,GLEN PARK,CITY OF ENCINITAS,10,City,207954.53685400001,1945.38374801000
0,0,809,CARDIFF SPORTS PARK,CITY OF ENCINITAS,10,City,421656.08039500000,2598.36052887000
0,0,180,SCOTT VALLEY PARK,CITY OF ENCINITAS,10,City,93654.40961690000,1283.33147011000
0,0,0,CARDIFF SPORTS PARK EXPANSION,CITY OF ENCINITAS,10,City,65907.45699480000,1041.62934227000
0,0,0,LAS VERDES PARK,CITY OF ENCINITAS,10,City,162113.81689500000,2058.44299442000
0,0,105,STONESTEPS BEACH ACCESS,CITY OF ENCINITAS,10,City,5779.15279601000,343.47950374300
0,0,38,MILDRED MACPHERSON PARK,CITY OF ENCINITAS,10,City,43547.25176570000,1053.99841633000
0,0,159,MOONLIGHT PARCELS,STATE OF CALIFORNIA,30,State,149385.98895800000,1879.96169070000
0,0,800,OAK CREST PARK,CITY OF ENCINITAS,10,City,290835.48605200002,4233.31595078000
0,0,59,WIRO PARK,CITY OF ENCINITAS,10,City,45408.10100200000,959.90450296200
0,0,173,LEUCADIA ROADSIDE PARK,CITY OF ENCINITAS,10,City,7962.72100573000,373.71226884800
0,0,751,LEO MULLEN SPORTS PARK,CITY OF ENCINITAS,10,City,267967.79349299998,2641.87129853000
0,0,0,LAS VERDES PARK,CITY OF ENCINITAS,10,City,65422.27081900000,1137.06426712000
0,0,0,CANNON PARK,PRIVATE,500,Private,92900.77505349999,1224.86441603000
0,0,0,SWIM COMPLEX,CITY OF CARLSBAD,10,City,87329.55789980000,1281.64663677000
0,0,0,POINSETTIA PARK,CITY OF CARLSBAD,10,City,1837131.53194999998,6764.73154488000
0,0,0,CADENCIA PARK,CITY OF CARLSBAD,10,City,175212.06417800000,1728.95686682000
0,0,0,AVIARA OAKS SCHOOL FIELD,CITY OF CARLSBAD,10,City,205371.17465800000,1949.08205481000
0,0,0,DOG PARK,CITY OF CARLSBAD,10,City,51876.58862930000,1103.32544575000
0,0,0,HIDDEN CANYON PARK,CITY OF CARLSBAD,10,City,903418.16411200003,5754.12742538000
0,0,0,SKATE PARK,CITY OF CARLSBAD,10,City,326010.92311300000,3197.63639614000
0,0,0,CALAVERA PARK,CITY OF CARLSBAD,10,City,763846.14482299995,3929.53554707000
0,0,0,,PRIVATE,500,Private,27766.58775340000,843.28101023000
0,438,438,STARRIDGE NEIGHBORHOOD PARK,POWAY,10,City,1126562.63627999998,4621.35809594000
0,0,0,LEO CARRILLO HISTORIC PARK,CITY OF CARLSBAD,10,City,1192799.05899999989,5204.85027292000
0,0,0,LA COSTA CANYON PARK,CITY OF CARLSBAD,10,City,639591.62742799998,3713.62548874000
0,0,0,MAXTON BROWN PARK,CITY OF CARLSBAD,10,City,41084.87306030000,894.09989020800
0,374,374,POWAY COMMUNITY PARK,POWAY,10,City,947553.59988300002,4975.45934553000
0,0,0,LEVANTE PARK,CITY OF CARLSBAD,10,City,183433.84213800001,1913.43268497000
0,0,0,CARLSBAD HIGH SCHOOL,CITY OF CARLSBAD,10,City,1270308.73047000007,5141.03118886000
0,0,0,ROTARY PARK,PRIVATE,500,Private,34524.30958120000,975.43461866700
0,0,0,FUERTE PARK,CITY OF CARLSBAD,10,City,159675.36930300001,1707.06230466000
0,0,0,,CITY OF CARLSBAD,10,City,74741.72227990000,1455.58518974000
0,340,340,OLD POWAY PARK & RAILROAD,POWAY,10,City,213986.30755100001,1916.75805184000
0,238,238,LAKE POWAY PARK,POWAY,10,City,1070517.49754999997,4960.60326682000
0,0,0,MAGNOLIA ATHLETIC FIELD,CITY OF CARLSBAD,10,City,356333.11335599999,2671.79736465000
0,0,0,SUNSET PARK,CITY OF SAN MARCOS,10,City,742905.27225499996,3750.04768764000
0,0,0,WALNUT GROVE BARN & PARK,CITY OF SAN MARCOS,10,City,1673865.60544999992,6346.35780795000
0,0,0,CERRO DE LAS POSAS PARK,CITY OF SAN MARCOS,10,City,502968.93914199999,2918.25490823000
0,0,0,SANTA FE HILLS PARK,CITY OF SAN MARCOS,10,City,43741.33995760000,840.20166180600
0,0,0,CREEK VIEW PARK,CITY OF SAN MARCOS,10,City,41981.13622210000,1041.51452211000
0,0,0,GREG ROGERS SKATE PARK,PRIVATE,500,Private,371930.17482700001,2595.78784053000
0,0,0,MAGNOLIA HILL PARK,PRIVATE,500,Private,37178.51610800000,836.53559127800
0,0,0,WISTERIA PARK,PRIVATE,500,Private,36228.19241100000,753.17248192400
0,0,0,BONITAS HACIENDAS MINI-PARK,PRIVATE,500,Private,59416.47530360000,1562.94045020000
0,0,0,OTAY GYM & REC CENTER,CITY OF CHULA VISTA,10,City,63819.27999920000,1055.04801131000
0,0,0,GAYLE L MCCANDLISS PARK,CITY OF CHULA VISTA,10,City,68672.14455470000,1127.58770670000
0,0,0,CIRCLE PARK,PRIVATE,500,Private,33626.92243210000,650.28048724200
0,0,0,FUTURE PARK 4,PRIVATE,500,Private,43999.26583500000,824.33672715000
0,0,0,SDG&E West,CITY OF CHULA VISTA,10,City,395368.88702500000,3090.54431840000
0,0,0,LOMA VERDE PARK,CITY OF CHULA VISTA,10,City,270444.01906700002,2785.10291160000
0,0,0,EUCALYPTUS PARK,CITY OF CHULA VISTA,10,City,857211.52778600005,4344.49683313000
0,0,0,SUNRIDGE PARK,CITY OF CHULA VISTA,10,City,184748.45470400000,1900.38545780000
0,0,0,EXPLORER PARK,CITY OF CHULA VISTA,10,City,241630.71810000000,2546.97663057000
0,0,0,HILLTOP PARK,CITY OF CHULA VISTA,10,City,410292.23282799998,4387.85348727000
0,0,0,CHULA VISTA WOMEN'S CLUB,CITY OF CHULA VISTA,10,City,15005.95125970000,490.73850170900
0,0,0,HOLIDAY ESTATES I PARK,CITY OF CHULA VISTA,10,City,10829.11257490000,410.86470417400
0,0,0,LANCERLOT PARK,CITY OF CHULA VISTA,10,City,6775.04517705000,339.22749577500
0,0,0,DOLPHIN BEACH CLUB,PRIVATE,500,Private,143833.62822300001,1613.30591490000
0,0,0,OTAY PARK,CITY OF CHULA VISTA,10,City,185348.70757299999,1833.12827485000
0,0,0,THE BREEZEWAY,CITY OF CHULA VISTA,10,City,26200.87494620000,668.14818475200
0,0,0,EASTLAKE III PARK,CITY OF CHULA VISTA,10,City,1892435.38032000000,7681.18209444000
0,0,0,FUTURE PARK 3,CITY OF CHULA VISTA,10,City,130560.75659500000,1809.99193370000
0,0,0,COBBLESTONE PARK,PRIVATE,500,Private,31591.70993280000,790.06168320200
0,0,0,GREG ROGERS PARK,CITY OF CHULA VISTA,10,City,1160874.14510000008,4774.92286881000
0,0,0,SHOREBIRD PARK,PRIVATE,500,Private,22875.78561260000,661.53204260100
0,0,0,SCOBEE PARK,PRIVATE,500,Private,318463.67648800003,3489.75201193000
0,0,0,BREEZEWOOD PARK,CITY OF CHULA VISTA,10,City,92668.65319790000,1302.73433074000
0,0,0,LOUIS C. BANDEL PARK,CITY OF CORONADO,10,City,8797.52605930000,443.28194707000
0,18,0,CRONAN PARK,CITY OF CORONADO,10,City,3472.00112647000,248.77602020500
0,0,0,BUTTERFLY PARK,CITY OF NATIONAL CITY,10,City,73485.49200210000,1637.30698024000
0,0,0,CASA DE SALUD,CITY OF NATIONAL CITY,10,City,5664.64408368000,330.07210693800
0,0,0,MORGAN SQUARE FOUNTAIN,CITY OF NATIONAL CITY,10,City,9237.10880224000,390.93006634700
0,241,241,LAS PALMAS PARK,CITY OF NATIONAL CITY,10,City,825037.01392399997,3832.52809949000
0,6,6,PARADISE CREEK EDUCATIONAL PARK,CITY OF NATIONAL CITY,10,City,89625.39140750001,1354.29544867000
0,221,221,KIMBALL PARK,CITY OF NATIONAL CITY,10,City,1145641.68045999995,4899.88215372000
0,0,0,PEPPER PARK,PORT OF SAN DIEGO,28,PORT OF SAN DIEGO,257817.34325800001,2189.79643533000
0,0,0,STEIN FAMILY FARM,CITY OF NATIONAL CITY,10,City,69892.18090820000,1122.37409716000
0,0,0,SWEETWATER REGIONAL PARK,COUNTY OF SAN DIEGO,25,County,1830803.24729000009,7760.57197184000
0,203,203,HILLEARY PARK,POWAY,10,City,472004.33639200003,3597.93312258000
0,77,77,ARBOLITOS SPORT FIELDS,POWAY,10,City,233097.64995600001,2309.71002321000
0,0,187,BEACON'S BEACH,STATE OF CALIFORNIA,30,State,95079.53114850000,1454.16722780000
0,0,195,LITTLE OAKS EQUESTRIAN PARK,CITY OF ENCINITAS,10,City,76386.03268829999,1671.14761847000
0,0,802,D STREET BEACH ACCESS,CITY OF ENCINITAS,10,City,9738.52306288000,418.87836457000
0,0,747,GRANDVIEW BEACH,STATE OF CALIFORNIA,30,State,31803.20014250000,1291.42016315000
0,0,170,I STREET VIEWPOINT,CITY OF ENCINITAS,10,City,6485.85236348000,355.04614013600
0,0,203,HAWK VIEW PARK,CITY OF ENCINITAS,10,City,80552.36427200001,1688.00181626000
0,0,0,SAN ELIJO STATE BEACH,STATE OF CALIFORNIA,30,State,1724622.59789999994,15191.43252250000
0,0,806,SWAMI'S BEACH PARK,CITY OF ENCINITAS,10,City,74077.77408420001,1242.75745447000
0,0,205,ENCINITAS VIEWPOINT,CITY OF ENCINITAS,10,City,110154.20271400000,1415.50460815000
0,0,803,H STREET VIEWPOINT,CITY OF ENCINITAS,10,City,4647.75048100000,277.62388841700
0,0,0,SWAMI'S BLUFF PARCEL N,CITY OF ENCINITAS,10,City,4685.86646372000,273.89196145100
0,0,110,ORPHEUS PARK,CITY OF ENCINITAS,10,City,121688.72259700000,1619.09519547000
0,0,753,SUN VISTA PARK,CITY OF ENCINITAS,10,City,225521.02649700001,2028.60557531000
0,0,171,J STREET VIEWPOINT,CITY OF ENCINITAS,10,City,17000.29476960000,597.17058472500
0,0,775,MOONLIGHT BEACH,STATE OF CALIFORNIA,30,State,410854.37017900002,3091.77480669000
0,0,96,LEUCADIA OAKS PARK,CITY OF ENCINITAS,10,City,114363.36029800000,1377.41765984000
0,0,736,COTTONWOOD CREEK PARK,CITY OF ENCINITAS,10,City,350451.58912999998,2919.14971298000
